['GVVVIVLAV', '1.251\r\n']
['VQRIFAGDD', '1.02\r\n']
['LAIEAAEGS', '1.02\r\n']
['AEAHEAIRI', '1.02\r\n']
['GEVIAADIN', '1.02\r\n']
['SEIYIAEAG', '1.02\r\n']
['YDAEINNIV', '1.02\r\n']
['FVWDFATGS', '1.02\r\n']
['NEIGFPAII', '1.02\r\n']
['RGNAIAYIA', '1.02\r\n']
['FFSTWFAQS', '1.02\r\n']
['PVIANGEID', '1.02\r\n']
['YLINRFNFS', '1.02\r\n']
['FDFFITGSF', '1.02\r\n']
['TKRALEAIF', '1.02\r\n']
['MNFFVGGLS', '1.02\r\n']
['MSAIRLARA', '1.02\r\n']
['IKFGFVNRS', '1.02\r\n']
['FMLGIPWSQ', '1.02\r\n']
['ARHYIARGS', '1.02\r\n']
['GNLGRAVIK', '1.02\r\n']
['SKGGIALGI', '1.02\r\n']
['DGYAIGGLA', '1.02\r\n']
['NLFGALFTG', '1.02\r\n']
['PYDIPAGAG', '1.02\r\n']
['GIGALIGAG', '1.02\r\n']
['IGGNFLEAL', '1.02\r\n']
['IGGNFLEAL', '1.02\r\n']
['SEVTLIGGG', '1.02\r\n']
['DNITPAVFG', '1.02\r\n']
['WRVAFGLGG', '1.02\r\n']
['EFTALIDAK', '1.02\r\n']
['LGFDEADLA', '1.02\r\n']
['ARMFVTTAP', '1.02\r\n']
['DEGLRVDIA', '1.02\r\n']
['GNVGTPEAV', '1.02\r\n']
['QQIGRGLRL', '1.02\r\n']
['AFAAVTGTM', '1.02\r\n']
['QARFNAPVE', '1.02\r\n']
['FEALILGRN', '1.02\r\n']
['FIEAILNPN', '1.02\r\n']
['FIEAILNPN', '1.02\r\n']
['AQKIGADAI', '1.02\r\n']
['AKGFLANAA', '1.02\r\n']
['VIEGDHAGS', '1.02\r\n']
['NLYLAAETE', '1.02\r\n']
['LEDGTGAVH', '1.02\r\n']
['FKKELAEVM', '1.02\r\n']
['AMSRLIGAA', '1.02\r\n']
['DMLEIVNSA', '1.02\r\n']
['NEDLNAIVA', '1.02\r\n']
['FSNAVTADS', '1.02\r\n']
['RAEAQAEIL', '1.02\r\n']
['RAEAQAEIL', '1.02\r\n']
['IKANAINLS', '1.02\r\n']
['GLMGAILGS', '1.02\r\n']
['IDEARTPLI', '1.02\r\n']
['ALGGAIGSS', '1.02\r\n']
['LMELGAPEI', '1.02\r\n']
['STWLDALGA', '1.02\r\n']
['TIGSLIAWG', '1.02\r\n']
['SLAEINSTI', '1.02\r\n']
['LIGDFTAMI', '1.02\r\n']
['AEYGRYAPA', '1.02\r\n']
['VRNAYAANQ', '1.02\r\n']
['QEVIDANML', '1.02\r\n']
['GFELCATEG', '1.02\r\n']
['LQEGISYES', '1.02\r\n']
['GTAAGPHPY', '1.02\r\n']
['EEFGSILFS', '1.02\r\n']
['EEFGSILFS', '1.02\r\n']
['GFGGVISTQ', '1.02\r\n']
['LFTGRTHQI', '1.02\r\n']
['QKIINASAS', '1.02\r\n']
['TRSIFSGGV', '1.02\r\n']
['EAGACGTAA', '1.02\r\n']
['NNAGLALGL', '1.02\r\n']
['GETRVASIA', '1.02\r\n']
['YFFLNANTP', '1.02\r\n']
['SRMAFAVSE', '1.02\r\n']
['AKLAQAEAG', '1.02\r\n']
['DRKAAPRVP', '1.02\r\n']
['ERGLFSIPS', '1.02\r\n']
['ARANLAANL', '1.02\r\n']
['NKWVSVRAD', '1.02\r\n']
['FLSALNGEQ', '1.02\r\n']
['ACMLAGNEA', '1.02\r\n']
['GLSLNGTEV', '1.02\r\n']
['FWGSNVIEI', '1.02\r\n']
['FVTRKITRA', '1.02\r\n']
['IFKNEISAI', '1.02\r\n']
['VEDTMAAIA', '1.02\r\n']
['IKDGSIYGY', '1.02\r\n']
['SYGAPSITK', '1.02\r\n']
['ASFDYGSFS', '1.02\r\n']
['YEPNLFQAT', '1.02\r\n']
['HPGAGGQLA', '1.02\r\n']
['GHAVISEMT', '1.02\r\n']
['DNYKYIHIG', '1.02\r\n']
['FRMHLLGAE', '1.02\r\n']
['GAAIYSNAS', '1.02\r\n']
['KSFFEIHRA', '1.019\r\n']
['GYEFEAIAP', '1.019\r\n']
['FKGIFFDAS', '1.019\r\n']
['HDTEIIYAT', '1.019\r\n']
['LIDGIGEFA', '1.019\r\n']
['LVGEGEGIP', '1.019\r\n']
['SYEIHTEAA', '1.019\r\n']
['VVTGRIERG', '1.019\r\n']
['LFGAFIDTR', '1.019\r\n']
['ARFFGAFYD', '1.019\r\n']
['SNAIIAPPM', '1.019\r\n']
['FKHENIYFS', '1.019\r\n']
['VSCAEGEEG', '1.019\r\n']
['TAPIDGEVS', '1.019\r\n']
['WRVERIIKA', '1.019\r\n']
['HLFGFTGTP', '1.019\r\n']
['DGFFIISPD', '1.019\r\n']
['TANTIAAVE', '1.019\r\n']
['NKIGIVNGL', '1.019\r\n']
['YEVEEAFST', '1.019\r\n']
['LKNGAVIGD', '1.019\r\n']
['VERGIAGLE', '1.019\r\n']
['AQAGIIASN', '1.019\r\n']
['ERARILGVE', '1.019\r\n']
['KKGVRGAFI', '1.019\r\n']
['ARIDPIGAA', '1.019\r\n']
['WAIELGARI', '1.019\r\n']
['WYFLGGFGA', '1.019\r\n']
['YATPHIGAN', '1.019\r\n']
['GVYEEGQIS', '1.019\r\n']
['IVFGFGNNI', '1.019\r\n']
['FNSAIGVTT', '1.019\r\n']
['DLPGFGYAK', '1.019\r\n']
['GTLEVGNRV', '1.019\r\n']
['ACSDIGGTS', '1.019\r\n']
['SNNAPIALS', '1.019\r\n']
['SGLGIIDKA', '1.019\r\n']
['SNNAPILAS', '1.019\r\n']
['DFLGTLEAS', '1.019\r\n']
['AEDNGVFLS', '1.019\r\n']
['FNNVEAIKI', '1.019\r\n']
['FYTRGVEQS', '1.019\r\n']
['NEDVTVPRA', '1.019\r\n']
['YYYEFSGES', '1.019\r\n']
['FGCESIEDA', '1.019\r\n']
['HHPTEISAT', '1.019\r\n']
['ATGGYGRVY', '1.019\r\n']
['YDSGCGWPS', '1.019\r\n']
['FGRALAAGQ', '1.019\r\n']
['ASDNPIYAS', '1.019\r\n']
['FDKEIAVMS', '1.019\r\n']
['AYLFNAEMF', '1.019\r\n']
['QGPGGATLL', '1.019\r\n']
['YSPYPINTG', '1.019\r\n']
['GMGALGGVI', '1.019\r\n']
['DDWYIASTL', '1.019\r\n']
['WVGLLGFNN', '1.019\r\n']
['TQGVEAQTI', '1.019\r\n']
['EINASIEAL', '1.019\r\n']
['SFDAFLEKS', '1.019\r\n']
['TTGTSIFLA', '1.019\r\n']
['SDCIDTAMA', '1.019\r\n']
['AYGNIVAMG', '1.019\r\n']
['YKYFFGKAR', '1.019\r\n']
['GEHTVFGKI', '1.019\r\n']
['YYGTPTALN', '1.019\r\n']
['ALKRDAATI', '1.019\r\n']
['SNGLGVGLG', '1.019\r\n']
['PRWKVGEII', '1.019\r\n']
['YNVGIGSGA', '1.019\r\n']
['TYKGDGLII', '1.019\r\n']
['FMAFNDASV', '1.019\r\n']
['MVGTLPGAK', '1.019\r\n']
['SHQGANHAI', '1.019\r\n']
['FLGTLEASD', '1.019\r\n']
['AGSGCATFG', '1.019\r\n']
['ATKAGISIS', '1.019\r\n']
['SLSADGALN', '1.019\r\n']
['VGFFTSGYN', '1.019\r\n']
['GKLLFGGSS', '1.019\r\n']
['ASGANYNAV', '1.019\r\n']
['DFSAHFQAD', '1.019\r\n']
['SMYGIVMYN', '1.019\r\n']
['NASRIASAI', '1.019\r\n']
['AQSHTAYNA', '1.019\r\n']
['VESEHAAMS', '1.019\r\n']
['DALIRPMAS', '1.019\r\n']
['EFIINPSAS', '1.019\r\n']
['YFGVRSTEQ', '1.019\r\n']
['YLDILGNKT', '1.019\r\n']
['AYAAEPSRQ', '1.019\r\n']
['MKATHQGVA', '1.019\r\n']
['DTPAVPGQK', '1.019\r\n']
['TGKAPTGYV', '1.019\r\n']
['MIGALISNA', '1.019\r\n']
['RAFAQGGLA', '1.019\r\n']
['IESLGYGAK', '1.019\r\n']
['NALGQVGRA', '1.019\r\n']
['GIELESHAS', '1.019\r\n']
['IAETDVSGA', '1.019\r\n']
['SRAAASNII', '1.019\r\n']
['FNPWITGIL', '1.018\r\n']
['IKGIIDIGS', '1.018\r\n']
['QRYWGAPIP', '1.018\r\n']
['DFGVFINAD', '1.018\r\n']
['GKEAIAAVN', '1.018\r\n']
['SGFEIEQAL', '1.018\r\n']
['AIFNEAEAL', '1.018\r\n']
['FVNGEIPTP', '1.018\r\n']
['PDIIIGQGS', '1.018\r\n']
['FEHGFGLIR', '1.018\r\n']
['QIDIHAGGA', '1.018\r\n']
['SEQGIAFLE', '1.018\r\n']
['DAFLGAEFS', '1.018\r\n']
['FKGHENAFV', '1.018\r\n']
['HQIIGLANN', '1.018\r\n']
['FETLGIRTL', '1.018\r\n']
['MAQAILEGA', '1.018\r\n']
['SKSIRVAGD', '1.018\r\n']
['MKGGVGAFL', '1.018\r\n']
['NGYQFGIIA', '1.018\r\n']
['LDIAGNGII', '1.018\r\n']
['GVAGFGGLG', '1.018\r\n']
['GRVGILHGN', '1.018\r\n']
['SKYFNVRGA', '1.018\r\n']
['GAKAEAAFY', '1.018\r\n']
['YNDALIGDI', '1.018\r\n']
['KMNAFLAVN', '1.018\r\n']
['GLFGGAGVG', '1.018\r\n']
['NWHEGVLGI', '1.018\r\n']
['VQSARIANM', '1.018\r\n']
['SNAIDAQIP', '1.018\r\n']
['LMGFYAGLN', '1.018\r\n']
['FEAGTHRVQ', '1.018\r\n']
['RVFNEAPTI', '1.018\r\n']
['FFENFAFSF', '1.018\r\n']
['TMEFISVGA', '1.018\r\n']
['IGTAEVESA', '1.018\r\n']
['TAIEQAEGV', '1.018\r\n']
['QIRIYANPT', '1.018\r\n']
['RKRALGVEA', '1.018\r\n']
['NKTHRARLV', '1.018\r\n']
['GRILYAEGA', '1.018\r\n']
['NAGADVVGG', '1.018\r\n']
['IRIGVNAGS', '1.018\r\n']
['YDDFIAYKG', '1.018\r\n']
['LYFTGANGY', '1.018\r\n']
['SAKFGIRSI', '1.018\r\n']
['FRIVEADSG', '1.018\r\n']
['GYLNEAYGI', '1.018\r\n']
['IRKGFIASS', '1.018\r\n']
['FSMNAIAYS', '1.018\r\n']
['LGGGSIRIH', '1.018\r\n']
['DYFGSFEAI', '1.018\r\n']
['FRITYYGAR', '1.018\r\n']
['SIIAIGSGG', '1.018\r\n']
['TRLNYGHIA', '1.018\r\n']
['FDFEAQGAL', '1.018\r\n']
['SLYDGATLN', '1.018\r\n']
['CMSATTGTL', '1.018\r\n']
['SGSAHPAFG', '1.018\r\n']
['GFLFNFSAT', '1.018\r\n']
['ITCGDTTPA', '1.018\r\n']
['NEAHTTQIV', '1.018\r\n']
['TLINAIQNA', '1.018\r\n']
['LNGALIGST', '1.018\r\n']
['AMGTYADLI', '1.018\r\n']
['LPGANALTT', '1.018\r\n']
['PFMPFISES', '1.018\r\n']
['KFGFSVENI', '1.018\r\n']
['LREAGNLYA', '1.018\r\n']
['GIGAYPLEG', '1.018\r\n']
['VVFNGPTNT', '1.018\r\n']
['YILGIGSTN', '1.018\r\n']
['EMGAIASYY', '1.018\r\n']
['DLTDPAPAS', '1.018\r\n']
['SLSNILNGA', '1.018\r\n']
['KGSLNINVS', '1.018\r\n']
['REYALNGAL', '1.018\r\n']
['YGYGLNATF', '1.018\r\n']
['SVLNNGGAI', '1.018\r\n']
['IDSHDAGYA', '1.018\r\n']
['PTSADIQAS', '1.018\r\n']
['SVARRGAKF', '1.018\r\n']
['TNNYNAVLA', '1.018\r\n']
['NAKALLEGH', '1.018\r\n']
['NQGNLANVL', '1.018\r\n']
['LNAGLNNVS', '1.018\r\n']
['QNAPFAQPS', '1.018\r\n']
['SVGLNGGLR', '1.018\r\n']
['LKISNFRAS', '1.018\r\n']
['NSQGYGYVT', '1.018\r\n']
['NSQGYGYVT', '1.018\r\n']
['DQGAFYSAS', '1.018\r\n']
['YFSAGALNG', '1.018\r\n']
['YTHSFGLET', '1.018\r\n']
['NALETALKA', '1.018\r\n']
['NVSGGIKIS', '1.018\r\n']
['KLETKAIAS', '1.018\r\n']
['SHSYTGNAL', '1.018\r\n']
['LKGAFSNAH', '1.018\r\n']
['DSEPQEGLV', '1.018\r\n']
['VRGGNYNPV', '1.018\r\n']
['RFKAHNALS', '1.018\r\n']
['KDLEGASLA', '1.018\r\n']
['SMPSIGANV', '1.018\r\n']
['TNISYAIYN', '1.018\r\n']
['SKEGQVYRA', '1.018\r\n']
['ARFALDAMP', '1.018\r\n']
['TGAGQHGVA', '1.018\r\n']
['ASVATNGSA', '1.018\r\n']
['FAGIIIGNQ', '1.017\r\n']
['WKVGEIIAE', '1.017\r\n']
['MNAVIITAM', '1.017\r\n']
['SNFFEARVS', '1.017\r\n']
['SFGIGAIGA', '1.017\r\n']
['FNQADWTIV', '1.017\r\n']
['THNVEEAIA', '1.017\r\n']
['DYAANIEIA', '1.017\r\n']
['RMRDVIGII', '1.017\r\n']
['KNGAFVGIS', '1.017\r\n']
['SGYEFVNEI', '1.017\r\n']
['GNAIFLADS', '1.017\r\n']
['TKRATIRVA', '1.017\r\n']
['VNAGIGARF', '1.017\r\n']
['SFVFNEGAS', '1.017\r\n']
['SLTFRAAGS', '1.017\r\n']
['ANTAIDRAV', '1.017\r\n']
['HYDGEVTEI', '1.017\r\n']
['SQGIGAGVT', '1.017\r\n']
['EDFYHAEIS', '1.017\r\n']
['FGLGIAGAT', '1.017\r\n']
['TLGIRTLAG', '1.017\r\n']
['TYGFGADAL', '1.017\r\n']
['TYGFGADAL', '1.017\r\n']
['TYGFGADAL', '1.017\r\n']
['GVGGFVGDK', '1.017\r\n']
['IESGFEHAI', '1.017\r\n']
['IAHGFGGDL', '1.017\r\n']
['FNGRPIECA', '1.017\r\n']
['SIGLGINIT', '1.017\r\n']
['YEENFVHAG', '1.017\r\n']
['DAGFIAQRI', '1.017\r\n']
['NTDAIIQAI', '1.017\r\n']
['DIAILTGGQ', '1.017\r\n']
['TEIFNVAPD', '1.017\r\n']
['YLGFRLGTG', '1.017\r\n']
['SFTSGIWVM', '1.017\r\n']
['GANGVINGV', '1.017\r\n']
['ADRPEAPII', '1.017\r\n']
['NNAHFALGI', '1.017\r\n']
['IKGVGGEPI', '1.017\r\n']
['GYGTLFGDL', '1.017\r\n']
['GQTINPGVH', '1.017\r\n']
['AGIIEAYKT', '1.017\r\n']
['NIGGLTAIH', '1.017\r\n']
['VFTTRADTI', '1.017\r\n']
['IQQGGGFGV', '1.017\r\n']
['NININAPVS', '1.017\r\n']
['VEMAIGAYN', '1.017\r\n']
['AYNFNTAPL', '1.017\r\n']
['KRALEVGNI', '1.017\r\n']
['FLGVRGGNY', '1.017\r\n']
['RDLGLGEAL', '1.017\r\n']
['FNKAVAEAK', '1.017\r\n']
['AIKGEGLFA', '1.017\r\n']
['SGSGAVFNA', '1.017\r\n']
['FSDAPINLG', '1.017\r\n']
['DTAATLRAI', '1.017\r\n']
['IHIAAEAMR', '1.017\r\n']
['FTMVAVENG', '1.017\r\n']
['YVGGNLTIN', '1.017\r\n']
['GVGATNGVS', '1.017\r\n']
['GFGLEIAKA', '1.017\r\n']
['MRTAALLEA', '1.017\r\n']
['FKLTHNRAI', '1.017\r\n']
['LFYGGTGLG', '1.017\r\n']
['MEFGTGCVK', '1.017\r\n']
['NTFDYAGYL', '1.017\r\n']
['SEFQTFHAS', '1.017\r\n']
['IEAILNPNA', '1.017\r\n']
['SDPTYGGVS', '1.017\r\n']
['VRGALDTAG', '1.017\r\n']
['GERQRVAIA', '1.017\r\n']
['FPSARTAPS', '1.017\r\n']
['KNFILANSH', '1.017\r\n']
['RELARISAQ', '1.017\r\n']
['IAGFQGADI', '1.017\r\n']
['AVGIMAEYN', '1.017\r\n']
['FNIGGISPY', '1.017\r\n']
['FEVELARSN', '1.017\r\n']
['INDAPTLAS', '1.017\r\n']
['QSTLGGNVA', '1.017\r\n']
['EASILARQG', '1.017\r\n']
['FLGAIASNG', '1.017\r\n']
['WKDVEPASF', '1.017\r\n']
['FFGTYSFIN', '1.017\r\n']
['VDEAHSFGT', '1.017\r\n']
['DASELIGKI', '1.017\r\n']
['IFDGKIAFK', '1.017\r\n']
['YKEYFGSAS', '1.017\r\n']
['IDAILPTMG', '1.017\r\n']
['YFEIKAGRY', '1.017\r\n']
['FLGSHNWPF', '1.017\r\n']
['QTANNIQAV', '1.017\r\n']
['KDTSGGIVI', '1.017\r\n']
['IVKAMAWAN', '1.017\r\n']
['SNEALARSL', '1.017\r\n']
['GNAGLISAF', '1.017\r\n']
['IESGRYISA', '1.017\r\n']
['IPGGKEVIR', '1.017\r\n']
['NTYATVQGA', '1.017\r\n']
['YESEEISSL', '1.017\r\n']
['FCAFNGKEA', '1.017\r\n']
['GEVLIGNKA', '1.017\r\n']
['IIYTHAGMT', '1.017\r\n']
['SLGGQFNLS', '1.017\r\n']
['ERLSAIRPS', '1.017\r\n']
['EHSKGIIAS', '1.017\r\n']
['IKGLNGGCQ', '1.017\r\n']
['INKLITAST', '1.017\r\n']
['IDVIKGGTS', '1.017\r\n']
['YKKHGANPL', '1.017\r\n']
['LAQGITSNH', '1.017\r\n']
['GLSGFDGKV', '1.017\r\n']
['EYFHRSHAW', '1.017\r\n']
['VNSFGASGA', '1.017\r\n']
['SGVTGASRI', '1.017\r\n']
['TWAGSAHEV', '1.017\r\n']
['GGWQLAALR', '1.017\r\n']
['NNGAFLSLP', '1.017\r\n']
['LMIGSTGVG', '1.017\r\n']
['KYLEGSAYE', '1.017\r\n']
['GQGSFLATP', '1.017\r\n']
['HKGVWGAID', '1.016\r\n']
['GIAGEIIGI', '1.016\r\n']
['ASFIIDARG', '1.016\r\n']
['GDLIIAEPG', '1.016\r\n']
['GSFLGAWIK', '1.016\r\n']
['GLNPFAWAA', '1.016\r\n']
['TQLGIIYEN', '1.016\r\n']
['AVRIGGDIT', '1.016\r\n']
['YQNRFAEVK', '1.016\r\n']
['LFWGFGTTL', '1.016\r\n']
['QLGGATWLS', '1.016\r\n']
['LKEGIPFDA', '1.016\r\n']
['PIAGIVENM', '1.016\r\n']
['ILGFNIRPT', '1.016\r\n']
['FKIGVFGGG', '1.016\r\n']
['SAIETAGAI', '1.016\r\n']
['YSGFHANIT', '1.016\r\n']
['DNVTIHAGS', '1.016\r\n']
['DHKGVWGAI', '1.016\r\n']
['SHGNFVGIR', '1.016\r\n']
['GHAILTGEA', '1.016\r\n']
['ISPTIAGTS', '1.016\r\n']
['AAGARTEVP', '1.016\r\n']
['GDSVIAAEG', '1.016\r\n']
['EDLIHGGAH', '1.016\r\n']
['NTCGFIESA', '1.016\r\n']
['MSIANIDTV', '1.016\r\n']
['AYNEGNHIV', '1.016\r\n']
['MNEVIANLA', '1.016\r\n']
['KFDAIGLTS', '1.016\r\n']
['QSFGRGVRI', '1.016\r\n']
['FGVRIGNLG', '1.016\r\n']
['YTNARVGEL', '1.016\r\n']
['GLKAGEEVA', '1.016\r\n']
['FNYLFARAN', '1.016\r\n']
['GVGGEIGSL', '1.016\r\n']
['SIGRLTTIS', '1.016\r\n']
['YNTIESAIA', '1.016\r\n']
['NQTAIISTI', '1.016\r\n']
['LIGTFINSK', '1.016\r\n']
['SNGYTVAFG', '1.016\r\n']
['AGRGTVVTG', '1.016\r\n']
['MSMGVFGVG', '1.016\r\n']
['FEWGITAKV', '1.016\r\n']
['PNFYNATII', '1.016\r\n']
['DHHIISATN', '1.016\r\n']
['KYGADAARL', '1.016\r\n']
['AYSEGVGTQ', '1.016\r\n']
['MTYGYGEVH', '1.016\r\n']
['SSFGRGLAF', '1.016\r\n']
['GNITVDGPL', '1.016\r\n']
['IANATITQH', '1.016\r\n']
['YFGSFEAIE', '1.016\r\n']
['SEHYNARII', '1.016\r\n']
['FHHARTPRA', '1.016\r\n']
['QAMGRVGEV', '1.016\r\n']
['YHGNVNEAI', '1.016\r\n']
['ISNFRASIS', '1.016\r\n']
['FSMGFGLAA', '1.016\r\n']
['IDSAHENAL', '1.016\r\n']
['HITAPAPEG', '1.016\r\n']
['KREFQAGVA', '1.016\r\n']
['IRSGIFTKI', '1.016\r\n']
['VQYGPNTFG', '1.016\r\n']
['LTIAEAYMD', '1.016\r\n']
['NSYTGAACG', '1.016\r\n']
['IEKNIANAV', '1.016\r\n']
['SNKGYIYAS', '1.016\r\n']
['GNSLVAAEG', '1.016\r\n']
['LDTAHNTLS', '1.016\r\n']
['LLGGGTNLF', '1.016\r\n']
['VNDAINHSS', '1.016\r\n']
['EHLGTIAKS', '1.016\r\n']
['GSGTCAAAG', '1.016\r\n']
['ELYGEPAQS', '1.016\r\n']
['QIATISGRF', '1.016\r\n']
['VEIAGAMIN', '1.016\r\n']
['AIAGNSWYI', '1.016\r\n']
['SVGAREMGV', '1.016\r\n']
['GKIIKPGIS', '1.016\r\n']
['NCQGAIQNA', '1.016\r\n']
['IEDALNALG', '1.016\r\n']
['YFDPRISTS', '1.016\r\n']
['IYNTHPFMA', '1.016\r\n']
['LKGNGLGLA', '1.016\r\n']
['VISANATNS', '1.016\r\n']
['KEAGFYSVN', '1.016\r\n']
['IVGAGASEG', '1.016\r\n']
['YMLSLTWNA', '1.016\r\n']
['ANGVSTTIA', '1.016\r\n']
['ALGIYNGKP', '1.016\r\n']
['YFGPFTSGA', '1.016\r\n']
['GTGACAIKD', '1.016\r\n']
['ALNTLGQEI', '1.016\r\n']
['GVELGGGSI', '1.016\r\n']
['FNFVSTNFS', '1.016\r\n']
['TQKILGSFT', '1.016\r\n']
['INASFNGVS', '1.016\r\n']
['MALARASAK', '1.016\r\n']
['KFALGLEMS', '1.016\r\n']
['ITGIEIHPG', '1.015\r\n']
['YRIEEIYGA', '1.015\r\n']
['INDAHIFIN', '1.015\r\n']
['VSMAIAWGD', '1.015\r\n']
['ALETIGGIS', '1.015\r\n']
['KNLAFIGAK', '1.015\r\n']
['KGSITAFFS', '1.015\r\n']
['TDIVNIGIG', '1.015\r\n']
['TYRAEFALG', '1.015\r\n']
['FCIAEENGA', '1.015\r\n']
['FCIAEENGA', '1.015\r\n']
['LRMVWGAHD', '1.015\r\n']
['FIGPRIEAS', '1.015\r\n']
['IEILNAWAK', '1.015\r\n']
['GVDIIAQEN', '1.015\r\n']
['TTLGPIFGS', '1.015\r\n']
['NTTILEAYA', '1.015\r\n']
['ATQAIDEAI', '1.015\r\n']
['IKGIDAAHK', '1.015\r\n']
['DQFNPIAFS', '1.015\r\n']
['ALTNTAEIY', '1.015\r\n']
['AGITAVENA', '1.015\r\n']
['FGFTPFNFI', '1.015\r\n']
['HHTEEAESV', '1.015\r\n']
['VFFGGFNAW', '1.015\r\n']
['AGFGDVGFQ', '1.015\r\n']
['DRAREIVSA', '1.015\r\n']
['YKAGGAEVK', '1.015\r\n']
['FNFGFGYYQ', '1.015\r\n']
['GEKILAFTS', '1.015\r\n']
['PAMGFTLIT', '1.015\r\n']
['GTGATPTIV', '1.015\r\n']
['NVASIIGER', '1.015\r\n']
['FSATPIPRT', '1.015\r\n']
['MFTYGVGID', '1.015\r\n']
['VSPNFGGTI', '1.015\r\n']
['QWYPEAARI', '1.015\r\n']
['GAAAAGGRV', '1.015\r\n']
['NTAGVTATL', '1.015\r\n']
['TSYIGSEIS', '1.015\r\n']
['IIVNFANGD', '1.015\r\n']
['FMAFGLNVN', '1.015\r\n']
['YMNAPAGII', '1.015\r\n']
['LFGNFNAVM', '1.015\r\n']
['MFVLGGGFG', '1.015\r\n']
['SAPGTVTTQ', '1.015\r\n']
['EAPNFANAV', '1.015\r\n']
['ATDLETYAA', '1.015\r\n']
['DFGAFLNLG', '1.015\r\n']
['GANKFIFTL', '1.015\r\n']
['NISELARAF', '1.015\r\n']
['WYFGRYYTS', '1.015\r\n']
['QIALDIESN', '1.015\r\n']
['FNGADISII', '1.015\r\n']
['IDTYHATTA', '1.015\r\n']
['EHGGLLEAS', '1.015\r\n']
['FSKENALIS', '1.015\r\n']
['DRPAVVNGE', '1.015\r\n']
['LIHGGISED', '1.015\r\n']
['KAMGDAELC', '1.015\r\n']
['LQASEGITS', '1.015\r\n']
['LVGGFSEGK', '1.015\r\n']
['TQINHAFSS', '1.015\r\n']
['VRGFRNGSV', '1.015\r\n']
['YKFNEAVSD', '1.015\r\n']
['SMNAIAYSP', '1.015\r\n']
['FWGSFVEGA', '1.015\r\n']
['FFWEVDLKN', '1.015\r\n']
['TITAPLRAE', '1.015\r\n']
['LWRFLGASM', '1.015\r\n']
['PSAGIAMAS', '1.015\r\n']
['FNQGATLAF', '1.015\r\n']
['WKEGIYPMV', '1.015\r\n']
['HNPNGAYVK', '1.015\r\n']
['ESFLPATPM', '1.015\r\n']
['FGFSVENIT', '1.015\r\n']
['FAKGLIEST', '1.015\r\n']
['SMAFVSDRS', '1.015\r\n']
['LAREAAYKG', '1.015\r\n']
['TAISGVEAM', '1.015\r\n']
['EKGTILSVN', '1.015\r\n']
['PETIKAYIE', '1.015\r\n']
['PETIKAYIE', '1.015\r\n']
['MMAALPYDS', '1.015\r\n']
['MRYTPPYAS', '1.015\r\n']
['ANAYLPGGS', '1.015\r\n']
['QELHNISAT', '1.015\r\n']
['IAFTGLTMA', '1.015\r\n']
['EEASILARQ', '1.015\r\n']
['NINESVGAL', '1.015\r\n']
['KIAFNAPKA', '1.015\r\n']
['THISGIESP', '1.015\r\n']
['AEFARSHAQ', '1.015\r\n']
['AALGDAGSP', '1.015\r\n']
['NSGMFVFQA', '1.015\r\n']
['AKHADMAIA', '1.015\r\n']
['PLKPTANAQ', '1.015\r\n']
['TSTTPAGSV', '1.015\r\n']
['IESARVAMT', '1.015\r\n']
['DGAGAASAL', '1.015\r\n']
['VSGTIGWIG', '1.014\r\n']
['GKAGIIEAY', '1.014\r\n']
['TEAEFEVRL', '1.014\r\n']
['KKLGIIGFG', '1.014\r\n']
['MLGAIIAGG', '1.014\r\n']
['IEGGIPIIE', '1.014\r\n']
['TLEGFGGIL', '1.014\r\n']
['GMGVVIGET', '1.014\r\n']
['FGIGGGEIV', '1.014\r\n']
['LFGRTAEIA', '1.014\r\n']
['YSGIRPAIN', '1.014\r\n']
['ITGWIVSRG', '1.014\r\n']
['MLETIAHTA', '1.014\r\n']
['VFGERPIAN', '1.014\r\n']
['NHAIEFGMV', '1.014\r\n']
['IEAANAIIE', '1.014\r\n']
['ECGAVEENA', '1.014\r\n']
['FLIGDFTAM', '1.014\r\n']
['EDIHRAAFA', '1.014\r\n']
['SKYIGPGIT', '1.014\r\n']
['IAMGIINAP', '1.014\r\n']
['YLGAFGGAR', '1.014\r\n']
['SFGNFGFLA', '1.014\r\n']
['SLFFNGGTL', '1.014\r\n']
['HLENFATAS', '1.014\r\n']
['SNTGEHAVI', '1.014\r\n']
['TVLETAGRQ', '1.014\r\n']
['NPLGYIRTA', '1.014\r\n']
['QTQGIVNEI', '1.014\r\n']
['FARGTTFLA', '1.014\r\n']
['EFSILINAN', '1.014\r\n']
['QKAGEAALQ', '1.014\r\n']
['GGELPGAWV', '1.014\r\n']
['AEINGAHFI', '1.014\r\n']
['PLWGSAWAS', '1.014\r\n']
['VTPDFANAT', '1.014\r\n']
['EAIGYENVS', '1.014\r\n']
['ITYYGARIN', '1.014\r\n']
['VAGARGADA', '1.014\r\n']
['FILTGGELG', '1.014\r\n']
['WLVEGANYR', '1.014\r\n']
['IRADFAESI', '1.014\r\n']
['MVSWGVGSD', '1.014\r\n']
['AIGGDAPIS', '1.014\r\n']
['SEYEVANNL', '1.014\r\n']
['FFGGFLNAS', '1.014\r\n']
['FGFGYLEAG', '1.014\r\n']
['LKGINAPYE', '1.014\r\n']
['FWEYGLEAF', '1.014\r\n']
